episode_hash,split,manifest_task,task_description,relative_path,abs_zarr_path,user_id,scene_id,environment_id,total_frames,fps,duration_sec,n_subcaptions,annotation_coverage,quality_tier
69b32c036ac3fc90331f7882,train,brushing_shoes,"A person cleans a white shoe using a brush, soapy water, and a cloth.",full/human/mecka/f1/69b32c036ac3fc90331f7882.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/f1/69b32c036ac3fc90331f7882.zarr,6938f494b347d76c9fa603fc,repair_bench,shoe_repair_store,2095,30.0,69.83333333333333,7,1.0,pass
69b34932f16da5f841701dd0,train,brushing_shoes,The person is cleaning the exterior and sole of a black shoe by repeatedly scrubbing it with a small brush.,full/human/mecka/2a/69b34932f16da5f841701dd0.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/2a/69b34932f16da5f841701dd0.zarr,694a00ab5c0479a0fb85e98f,repair_bench,shoe_repair_store,2155,30.0,71.83333333333333,2,1.0,pass
69b34ef4add7e388ca36c60a,train,brushing_shoes,"A person is cleaning a sneaker by methodically brushing its various surfaces with a wooden brush, wiping the brush on a towel, and inspecting the results.",full/human/mecka/24/69b34ef4add7e388ca36c60a.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/24/69b34ef4add7e388ca36c60a.zarr,695e938c83a9fdf2d853837f,repair_bench,shoe_repair_store,2155,30.0,71.83333333333333,5,1.0,pass
69b35199cd15daa79db210c1,train,brushing_shoes,"The person is cleaning the sole of a shoe using a brush, cleaning paste, and a cloth.",full/human/mecka/04/69b35199cd15daa79db210c1.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/04/69b35199cd15daa79db210c1.zarr,693f78abe47a7c25fe3499ae,repair_bench,shoe_repair_store,2185,30.0,72.83333333333333,5,1.0,pass
69b36b0d97fe745bf06022ed,train,brushing_shoes,A person is cleaning a black sneaker using a brush and cleaning solution from a small container.,full/human/mecka/bf/69b36b0d97fe745bf06022ed.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/bf/69b36b0d97fe745bf06022ed.zarr,693837e6c67c9e4814aebf27,repair_bench,shoe_repair_store,2248,30.0,74.93333333333334,4,1.0,pass
69b3743a6ef4b52990dfd951,train,brushing_shoes,A person is cleaning a white shoe by scrubbing its side and bottom using a small brush dipped in cleaning solution.,full/human/mecka/96/69b3743a6ef4b52990dfd951.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/96/69b3743a6ef4b52990dfd951.zarr,695b25fb83a9fdf2d8487e16,repair_bench,shoe_repair_store,2245,30.0,74.83333333333333,4,1.0,pass
69b39d3bce2f88d1a4f809e6,train,brushing_shoes,The person is cleaning the sole of a black shoe using a brush and a cleaning solution.,full/human/mecka/27/69b39d3bce2f88d1a4f809e6.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/27/69b39d3bce2f88d1a4f809e6.zarr,693f7ae7e47a7c25fe349a83,repair_bench,shoe_repair_store,2245,30.0,74.83333333333333,2,1.0,pass
69b3bbacac9b11a4d5640676,train,brushing_shoes,A person is cleaning the sole of a shoe using a brush and a bowl of liquid.,full/human/mecka/ec/69b3bbacac9b11a4d5640676.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/ec/69b3bbacac9b11a4d5640676.zarr,69377ea8c67c9e4814ae2656,repair_bench,shoe_repair_store,2249,30.0,74.96666666666667,2,1.0,pass
69b4844c17e3a9ccf08b21ed,train,brushing_shoes,The person is cleaning the underside of a shoe by dipping a brush into a bowl and scrubbing the sole.,full/human/mecka/6e/69b4844c17e3a9ccf08b21ed.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/6e/69b4844c17e3a9ccf08b21ed.zarr,69377ea8c67c9e4814ae2656,repair_bench,shoe_repair_store,2278,30.0,75.93333333333334,4,0.9995610184372256,pass
69b49330f0a3602167935f02,train,brushing_shoes,The person is cleaning a white sneaker using a green brush and a container of water.,full/human/mecka/a1/69b49330f0a3602167935f02.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/a1/69b49330f0a3602167935f02.zarr,6938f494b347d76c9fa603fc,repair_bench,shoe_repair_store,2245,30.0,74.83333333333333,6,0.999554565701559,pass
69b495659c40481a89baf665,train,brushing_shoes,The person is cleaning and repairing the sole of a shoe using a brush and a small scraping tool.,full/human/mecka/d2/69b495659c40481a89baf665.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/d2/69b495659c40481a89baf665.zarr,695b25da83a9fdf2d8487de7,repair_bench,shoe_repair_store,2275,30.0,75.83333333333333,2,0.9995604395604396,pass
69b495e2bceee9fb4ea30d73,train,brushing_shoes,A person uses a brush dipped in cleaning solution to scrub a pair of black shoes.,full/human/mecka/23/69b495e2bceee9fb4ea30d73.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/23/69b495e2bceee9fb4ea30d73.zarr,6938384bc67c9e4814aebff1,repair_bench,shoe_repair_store,2275,30.0,75.83333333333333,8,0.9995604395604396,pass
69b49ca78c0e050035cc59f4,train,brushing_shoes,A person uses a brush and a cleaning solution from a green bowl to clean the white soles of a pair of black sneakers.,full/human/mecka/e8/69b49ca78c0e050035cc59f4.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/e8/69b49ca78c0e050035cc59f4.zarr,6938384bc67c9e4814aebff1,repair_bench,shoe_repair_store,2335,30.0,77.83333333333333,6,0.9995717344753748,pass
69b4a1b45bb6442829fb4091,train,brushing_shoes,A person uses a toothbrush to scrub and clean different parts of a blue athletic shoe.,full/human/mecka/a8/69b4a1b45bb6442829fb4091.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/a8/69b4a1b45bb6442829fb4091.zarr,693837e6c67c9e4814aebf27,repair_bench,shoe_repair_store,2395,30.0,79.83333333333333,2,0.9995824634655532,pass
69b4ad5d09ee8318e185a395,train,brushing_shoes,A person is meticulously cleaning a black shoe using a scrubbing brush and liquid from a container.,full/human/mecka/56/69b4ad5d09ee8318e185a395.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/56/69b4ad5d09ee8318e185a395.zarr,693f7ae7e47a7c25fe349a83,repair_bench,shoe_repair_store,2395,30.0,79.83333333333333,2,0.9995824634655532,pass
69b4af284f139f5088428a67,train,brushing_shoes,"A person is cleaning a grey sneaker on a wooden table using a brush, liquid cleaner, a sponge, and a cloth.",full/human/mecka/04/69b4af284f139f5088428a67.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/04/69b4af284f139f5088428a67.zarr,6938da33c67c9e4814af771f,repair_bench,shoe_repair_store,2401,30.0,80.03333333333333,15,0.9991670137442732,pass
69b4b45af70d1949244a6037,train,brushing_shoes,"A person is cleaning a sneaker using a small brush, a cleaning cloth, and a container of liquid solution.",full/human/mecka/77/69b4b45af70d1949244a6037.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/77/69b4b45af70d1949244a6037.zarr,6938f373159de37d618c768a,repair_bench,shoe_repair_store,2418,30.0,80.6,10,0.999586435070306,pass
69b5258608a0268c1c38bf9b,train,brushing_shoes,cleaning a white shoe with a brush and soapy water on a workstation,full/human/mecka/ab/69b5258608a0268c1c38bf9b.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/ab/69b5258608a0268c1c38bf9b.zarr,693f9797e47a7c25fe34a7b7,repair_bench,shoe_repair_store,2695,30.0,89.83333333333333,2,0.9996289424860854,pass
69b52a14eac64bf65ebcd7d3,train,brushing_shoes,The person is cleaning a black sneaker by repeatedly dipping a brush into a bowl of liquid and scrubbing various parts of the shoe.,full/human/mecka/1c/69b52a14eac64bf65ebcd7d3.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/1c/69b52a14eac64bf65ebcd7d3.zarr,6938384bc67c9e4814aebff1,repair_bench,shoe_repair_store,2545,30.0,84.83333333333333,9,0.999607072691552,pass
69b547e88c9ffbb680c3cd19,train,brushing_shoes,A person is cleaning a brown high-top sneaker with a brush on a desk filled with shoes and cleaning supplies.,full/human/mecka/97/69b547e88c9ffbb680c3cd19.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/97/69b547e88c9ffbb680c3cd19.zarr,695aa3be6433dee57b691c82,repair_bench,shoe_repair_store,2699,30.0,89.96666666666667,6,0.9992589848091886,pass
69b55e544963ef0ac28d5eb8,train,brushing_shoes,A person uses a small brush and cleaning solution to thoroughly scrub different parts of a dark blue sneaker.,full/human/mecka/71/69b55e544963ef0ac28d5eb8.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/71/69b55e544963ef0ac28d5eb8.zarr,695b25d083a9fdf2d8487ddc,repair_bench,shoe_repair_store,2545,30.0,84.83333333333333,4,0.999607072691552,pass
69b573b0f3ef6b95c177e304,train,brushing_shoes,"A person uses a small brush and cleaning solution to thoroughly scrub different parts of a white shoe's upper surface, including the tongue, laces area, and sides.",full/human/mecka/05/69b573b0f3ef6b95c177e304.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/05/69b573b0f3ef6b95c177e304.zarr,695f315583a9fdf2d85579ab,repair_bench,shoe_repair_store,2699,30.0,89.96666666666667,4,0.9992589848091886,pass
69b582d9d673f8a5bdac1002,train,brushing_shoes,Cleaning and detailing black sneakers using a small scrubbing tool.,full/human/mecka/17/69b582d9d673f8a5bdac1002.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/17/69b582d9d673f8a5bdac1002.zarr,694a00ab5c0479a0fb85e98f,repair_bench,shoe_repair_store,2695,30.0,89.83333333333333,4,0.9996289424860854,pass
69b9caccbb20394db7cb83f4,train,brushing_shoes,A person is cleaning a grey shoe insole using a green brush and liquid from a yellow container.,full/human/mecka/6b/69b9caccbb20394db7cb83f4.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/6b/69b9caccbb20394db7cb83f4.zarr,6938f494b347d76c9fa603fc,repair_bench,shoe_repair_store,2695,30.0,89.83333333333333,10,0.9996289424860854,pass
