episode_hash,split,manifest_task,task_description,relative_path,abs_zarr_path,user_id,scene_id,environment_id,total_frames,fps,duration_sec,n_subcaptions,annotation_coverage,quality_tier
69b56b04ab11feb5530532da,train,attaching_hardware,Use a hammer to secure multiple white components onto a long black strap at a workbench.,full/human/mecka/6d/69b56b04ab11feb5530532da.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/6d/69b56b04ab11feb5530532da.zarr,693a3e4dc67c9e4814b0c386,workshop,leather_goods,2685,30.0,89.5,6,0.9996,pass
69727b42d7ab7ec2aaae4623,train,bagging_seeds,The person is portioning different types of seeds from bowls into small plastic bags using a spoon and then sealing them.,full/human/mecka/5f/69727b42d7ab7ec2aaae4623.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/5f/69727b42d7ab7ec2aaae4623.zarr,6944c7f074e27bfb235811d0,vegetable_garden,agriculture_farm,3283,30.0,109.433,16,1.0,pass
696e72da103f142a3d3fab6e,train,carving_styrofoam,The person is cutting and shaping styrofoam pieces into leaf-like forms using a small knife.,full/human/mecka/60/696e72da103f142a3d3fab6e.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/60/696e72da103f142a3d3fab6e.zarr,694e0c8862d08e8cd961ce98,workshop,art_framing,2980,30.0,99.333,5,1.0,pass
69716b313afa247001595a64,train,carving_wax,"The person is preparing white material, likely wax, by scraping it from a solid piece into a small pot using a tool. The pot is heated on a portable burner to melt the material for use.",full/human/mecka/c3/69716b313afa247001595a64.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/c3/69716b313afa247001595a64.zarr,694be29cfe16de113bc8568a,production_area,candle_studio,2986,30.0,99.533,2,1.0,pass
69b4bfcc74ac87c55e05aa9e,train,chopping_garlic,A person is using a knife to finely mince ginger on a circular wooden cutting board.,full/human/mecka/30/69b4bfcc74ac87c55e05aa9e.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/30/69b4bfcc74ac87c55e05aa9e.zarr,691443a9f9e8c754743eb831,production_area,bread_bakery,2393,30.0,79.767,3,0.9992,pass
69b2031961f41e36320e7752,train,cleaning_bolts,The person is cleaning a metal bolt using a piece of abrasive cloth to remove rust or debris.,full/human/mecka/0f/69b2031961f41e36320e7752.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/0f/69b2031961f41e36320e7752.zarr,6926ecd64a8070b9cec8b393,parking_lot,auto_repair,1949,30.0,64.967,2,1.0,pass
69b901d5ace9d1c4923cfc20,train,cleaning_dishes,"A person cleans multiple white bowls with a cloth, organizes them onto a kitchen shelf, and then wipes down the surrounding counter surfaces.",full/human/mecka/fe/69b901d5ace9d1c4923cfc20.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/fe/69b901d5ace9d1c4923cfc20.zarr,6995d09ded1708063b2e84b2,kitchen,home,2821,30.0,94.033,11,0.9996,pass
69b51c9862fdc2f575078a8a,train,cleaning_engines,A person is meticulously cleaning and inspecting a motorcycle engine crankcase component using a cloth.,full/human/mecka/b2/69b51c9862fdc2f575078a8a.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/b2/69b51c9862fdc2f575078a8a.zarr,6926efba4a8070b9cec8b71b,service_bay,auto_repair,2695,30.0,89.833,3,0.9996,pass
69b4b196d2b46435f93cb12e,train,cleaning_gaskets,A person is cleaning a metal engine gasket with a blue cloth on a wooden table to remove dirt and residue.,full/human/mecka/7d/69b4b196d2b46435f93cb12e.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/7d/69b4b196d2b46435f93cb12e.zarr,694a6ead5c0479a0fb867619,service_bay,auto_repair,2425,30.0,80.833,2,0.9996,pass
69b967c2a8f5c8c8ef9bb24c,train,cleaning_laptops,"The person cleans their laptop screen, keyboard, and lid before wiping the desk surface and placing a mousepad.",full/human/mecka/fd/69b967c2a8f5c8c8ef9bb24c.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/fd/69b967c2a8f5c8c8ef9bb24c.zarr,6989aec4f8ca4464d99e7bd2,home_office,home,2485,30.0,82.833,6,0.9996,pass
696b19a2f8e8293f615f75e9,train,cleaning_sachets,The user cleans a long strip of coffee sachets by wiping them with a cloth.,full/human/mecka/33/696b19a2f8e8293f615f75e9.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/33/696b19a2f8e8293f615f75e9.zarr,693047dace5ff368187ca129,prep_area,coffee_shop,2983,30.0,99.433,6,1.0,pass
696bb8de4efa2e122be60246,train,cleaning_shoelaces,The person lubricates the zipper of a patterned pouch by alternating between applying wax with a stick and opening and closing the zipper to distribute the wax.,full/human/mecka/ce/696bb8de4efa2e122be60246.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/ce/696bb8de4efa2e122be60246.zarr,695ba8b283a9fdf2d84971b4,repair_bench,shoe_repair_store,2083,30.0,69.433,12,1.0,pass
69b97ed5a5fa7432c21c957f,train,cleaning_stoves,A person is cleaning the surface of a gas stovetop with a cloth and tissue before reassembling the burner components.,full/human/mecka/00/69b97ed5a5fa7432c21c957f.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/00/69b97ed5a5fa7432c21c957f.zarr,6993c38e8ef02529700401bd,kitchen,home,2818,30.0,93.933,11,0.9996,pass
69b872ec0a20ea4e2d821e66,train,cleaning_stovetop,"A person is cleaning the kitchen stovetop and counter while organizing pots, pans, and spices.",full/human/mecka/ff/69b872ec0a20ea4e2d821e66.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/ff/69b872ec0a20ea4e2d821e66.zarr,69731c5189fa4bc311ce8301,kitchen,home,2879,30.0,95.967,14,0.9993,pass
696e86744a5fcb629b337c8d,train,cleaning_tableware,The person cleans and polishes a spoon and a knife using a cloth pouch.,full/human/mecka/a8/696e86744a5fcb629b337c8d.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/a8/696e86744a5fcb629b337c8d.zarr,693b9cb1c67c9e4814b20e8a,seating_area,coffee_shop,2683,30.0,89.433,4,1.0,pass
69b88da8329155a5c842746b,train,cleaning_windows,A person is cleaning glass window panes using a spray bottle and a cloth in a sequential manner.,full/human/mecka/65/69b88da8329155a5c842746b.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/65/69b88da8329155a5c842746b.zarr,698fcd8cb28e68855a280ab3,living_room,home,2459,30.0,81.967,5,0.9992,pass
696e3380dc2838e08b0cec7e,train,crafting_bows,"The person constructs and shapes a decorative silver bow, using scissors to trim the ribbon.",full/human/mecka/a9/696e3380dc2838e08b0cec7e.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/a9/696e3380dc2838e08b0cec7e.zarr,6938e47bb347d76c9fa5fe53,gift_wrapping_station,gift_shop,2683,30.0,89.433,1,1.0,pass
69b6988e4da1fe51454a083e,train,cutting_grass,Clearing weeds and grass from the base of a blue wall using green-handled pruning shears.,full/human/mecka/09/69b6988e4da1fe51454a083e.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/09/69b6988e4da1fe51454a083e.zarr,699566a48ef02529700670e0,garden,home,1945,30.0,64.833,2,0.9995,pass
69b9ca16192d2ab7670dc0c6,train,cutting_leather,A person uses scissors to trim the ends of multiple black rubber strips at a workbench.,full/human/mecka/2e/69b9ca16192d2ab7670dc0c6.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/2e/69b9ca16192d2ab7670dc0c6.zarr,693a3f13c67c9e4814b0c3ec,cutting_table,leather_goods,2695,30.0,89.833,6,0.9996,pass
696f39f0e074cc7861dced43,train,decorating,The person is cutting a piece of gold foil into thin strips using scissors to create a fringe effect.,full/human/mecka/a7/696f39f0e074cc7861dced43.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/a7/696f39f0e074cc7861dced43.zarr,6949ff4b5c0479a0fb85e7de,craft_section,toy_store,3016,30.0,100.533,2,1.0,pass
69b496ca699f525ceebed0fb,train,filling_packets,"A person is filling and weighing small coffee packets using a black bag of ground coffee, a digital scale, and a spoon before placing them in a metal tray.",full/human/mecka/50/69b496ca699f525ceebed0fb.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/50/69b496ca699f525ceebed0fb.zarr,693047dace5ff368187ca129,prep_area,coffee_shop,2335,30.0,77.833,12,0.9996,pass
69b5797cc4c5496f9afd4bf9,train,filling_vials,Use a syringe to transfer liquid from a large silver bottle into multiple small vials and a small silver bottle.,full/human/mecka/e1/69b5797cc4c5496f9afd4bf9.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/e1/69b5797cc4c5496f9afd4bf9.zarr,694410732af973621b2b278b,testing_counter,perfume_store,2699,30.0,89.967,9,0.9993,pass
69b40d5d9cd671b2e770aa3e,train,folding_bags,"The person counts individual small plastic bags from a bulk pile, stacks them neatly, and then packages the entire stack into a larger plastic bag.",full/human/mecka/9d/69b40d5d9cd671b2e770aa3e.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/9d/69b40d5d9cd671b2e770aa3e.zarr,6931f329bb250a67f0361ec4,packaging_area,clothing_printing,2245,30.0,74.833,3,1.0,pass
69b1c81863f2e0a33670f8eb,train,gluing_bags,The user folds a paper bag object and applies glue to the seams and flaps using a brush.,full/human/mecka/5c/69b1c81863f2e0a33670f8eb.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/5c/69b1c81863f2e0a33670f8eb.zarr,6948c1a55c0479a0fb82f128,office,plastic_bag_factory,1795,30.0,59.833,8,1.0,pass
69b56a877c84b98b9831e9f3,train,inspecting_screen_protectors,"The person is inspecting and preparing various mobile phone replacement screens, including peeling off protective films and checking ribbon cables.",full/human/mecka/e2/69b56a877c84b98b9831e9f3.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/e2/69b56a877c84b98b9831e9f3.zarr,693ea3047ebf38771693cc3a,repair_center,electronics_shop,2695,30.0,89.833,16,0.9996,pass
6972bdb676d67db920c86a46,train,ironing_and_folding_clothes,The person irons a t-shirt on a table and then folds it into a neat square.,full/human/mecka/b8/6972bdb676d67db920c86a46.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/b8/6972bdb676d67db920c86a46.zarr,6905a4e79adc5c8f26f52ca2,stockroom,clothing_store,3583,30.0,119.433,6,1.0,pass
696b4af2f20f919514c6f145,train,knitting,"The person is crocheting a chain using yellow yarn and a wooden hook, performing repetitive stitching motions.",full/human/mecka/af/696b4af2f20f919514c6f145.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/af/696b4af2f20f919514c6f145.zarr,693675512a90d93e026d7484,office,sewing_factory,2986,30.0,99.533,9,1.0,pass
69b5007641a4401e4c3f54ee,train,labeling_phone_cases,A person is preparing and labeling phone cases and a mobile phone at a workspace.,full/human/mecka/9a/69b5007641a4401e4c3f54ee.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/9a/69b5007641a4401e4c3f54ee.zarr,6951fb39c0d9448524bb49d8,stockroom,appliances_store,2665,30.0,88.833,9,0.9996,pass
69b56d77130037c5b4ba6271,train,leveling_soil,The person is filling a black container with soil from a large pile using a hand shovel and carefully leveling and pressing it down to prepare it for planting.,full/human/mecka/bb/69b56d77130037c5b4ba6271.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/bb/69b56d77130037c5b4ba6271.zarr,6948bbeb5c0479a0fb82ec42,nursery,garden_centre,2692,30.0,89.733,4,0.9996,pass
69739f41026a2ba2357ee2b3,train,lint_rolling_clothes,"A person uses a lint roller to clean a piece of fabric, unfolding and refolding it to ensure all surfaces are cleaned.",full/human/mecka/e1/69739f41026a2ba2357ee2b3.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/e1/69739f41026a2ba2357ee2b3.zarr,6943d2ada2a8b5aee76632f9,stockroom,clothing_store,3133,30.0,104.433,2,0.9959,pass
69b4d354fa004527e6445863,train,making_candles,A person is preparing decorative elements in small cups by pouring heated liquid and mixing materials with a spoon.,full/human/mecka/e6/69b4d354fa004527e6445863.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/e6/69b4d354fa004527e6445863.zarr,694be2a3fe16de113bc8568b,workshop,candle_studio,2570,30.0,85.667,9,0.9992,pass
69b489f84f13e26864ae0dbc,train,making_crafts,A person is decorating a bowl with small green ribbon pieces to create a decorative craft item.,full/human/mecka/93/69b489f84f13e26864ae0dbc.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/93/69b489f84f13e26864ae0dbc.zarr,69463c6fadb84a71a8e2bbea,floral_department,grocery_store,2251,30.0,75.033,8,0.9996,pass
69b6bd0ce1b8ba5278f6c1c9,train,mopping,"A person mops a tiled floor in a room, briefly pausing to adjust a water bottle on a table.",full/human/mecka/44/69b6bd0ce1b8ba5278f6c1c9.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/44/69b6bd0ce1b8ba5278f6c1c9.zarr,698c311e9c7041a3a32e59e9,living_room,home,2065,30.0,68.833,3,0.9995,pass
69b3285ccd1a4bcc06afa06f,train,organizing_candies,The person is meticulously organizing and arranging various snack bars and candy packages on a retail display shelf to ensure a neat presentation.,full/human/mecka/24/69b3285ccd1a4bcc06afa06f.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/24/69b3285ccd1a4bcc06afa06f.zarr,693818f2c67c9e4814ae97ce,snack_aisle,grocery_store,2095,30.0,69.833,6,1.0,pass
696b838ad3cc9dc76c561443,train,organizing_items,The person is unfolding floor cloths from a source stack and piling them neatly into a new stack on the table.,full/human/mecka/34/696b838ad3cc9dc76c561443.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/34/696b838ad3cc9dc76c561443.zarr,68f69188151ed264839aa9c8,backroom,grocery_store,2314,30.0,77.133,6,1.0,pass
69b37f82798c89398b267ff3,train,organizing_wires,The person is organizing a bundle of electrical cables by separating individual cables and their connectors from the main group.,full/human/mecka/c1/69b37f82798c89398b267ff3.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/c1/69b37f82798c89398b267ff3.zarr,69270b12168ef5e1c2bd2785,hardware_section,hardware_store,2249,30.0,74.967,1,1.0,pass
696ec90f4a5fcb629b3380da,train,packaging,Stir melted chocolate in a pot on a stove to ensure a smooth consistency for molding.,full/human/mecka/2f/696ec90f4a5fcb629b3380da.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/2f/696ec90f4a5fcb629b3380da.zarr,6959da96b8d0e4dc08fb4eb5,packaging_area,pastry_shop,2986,30.0,99.533,2,1.0,pass
696eaebd0388683cf18b0ff3,train,packaging_buttons,"The person is sorting small, colorful items from a plastic container into a small plastic bag.",full/human/mecka/5a/696eaebd0388683cf18b0ff3.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/5a/696eaebd0388683cf18b0ff3.zarr,694e3ac462d08e8cd961ff26,packaging_area,sewing_factory,2683,30.0,89.433,13,1.0,pass
69b4b1833065bf627cde2af6,train,packaging_cloths,A person is carefully folding checkered cloths into small rectangles and placing them into clear plastic bags for packaging.,full/human/mecka/8b/69b4b1833065bf627cde2af6.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/8b/69b4b1833065bf627cde2af6.zarr,695d098f83a9fdf2d84d9a47,stockroom,cleaning_supply_store,2399,30.0,79.967,10,0.9992,pass
696b9ee479bc0402722c2216,train,packaging_combs,Packing colorful plastic combs into individual clear plastic sleeves,full/human/mecka/fe/696b9ee479bc0402722c2216.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/fe/696b9ee479bc0402722c2216.zarr,694b968d62d08e8cd95cffe3,stockroom,gift_shop,2683,30.0,89.433,4,1.0,pass
69b4b97f671bfb1f5254e223,train,packaging_crafts,A person is assembling and packaging small floral crafts using felt flowers and pipe cleaners on a cutting mat.,full/human/mecka/ab/69b4b97f671bfb1f5254e223.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/ab/69b4b97f671bfb1f5254e223.zarr,695a053c6433dee57b67ee6d,gift_wrapping_station,gift_shop,2458,30.0,81.933,4,0.9996,pass
69b1cc1a7bbf15d61c802fe9,train,packaging_cutlery,"Assembling a cutlery set by inserting a label, spoon, and chopsticks into a package and sealing it with a twist tie tag.",full/human/mecka/83/69b1cc1a7bbf15d61c802fe9.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/83/69b1cc1a7bbf15d61c802fe9.zarr,693e94c67ebf38771693caea,workshop,jewelry_handicraft,1795,30.0,59.833,13,1.0,pass
696da39bde1537c60354d9ff,train,packaging_incense_sticks,The user is packaging bundles of incense sticks into clear plastic sleeves using a single stick as a tool to push them in.,full/human/mecka/e2/696da39bde1537c60354d9ff.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/e2/696da39bde1537c60354d9ff.zarr,695eee5183a9fdf2d854e2cd,stockroom,perfume_store,2236,30.0,74.533,7,1.0,pass
696bb012a5b1694665c19712,train,packaging_nails,Manually sorting and aligning a large bundle of loose nails into a neat arrangement using continuous hand manipulation.,full/human/mecka/ea/696bb012a5b1694665c19712.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/ea/696bb012a5b1694665c19712.zarr,6948b1c05c0479a0fb82de5d,warehouse,hardware_store,2983,30.0,99.433,15,1.0,pass
69b555b7a97937a3e2fb3d65,train,packaging_nuts,A person wearing plastic gloves packages yellow pellets into small plastic bags using a metal bowl and a spoon for scooping.,full/human/mecka/24/69b555b7a97937a3e2fb3d65.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/24/69b555b7a97937a3e2fb3d65.zarr,695a67b06433dee57b687f31,packaging_line,nut_processing_factory,2695,30.0,89.833,7,0.9996,pass
6972c094969cdf4e87112d2a,train,packaging_parts,"The person is packing small black items from a pink basket into a cardboard box, using a plastic bag to line the box and compacting the items as they go.",full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/c5/6972c094969cdf4e87112d2a.zarr,695b04fc83a9fdf2d8485831,material_storage,wrap_shop,2986,30.0,99.533,24,1.0,pass
696bed30cca65ef14372042f,train,packaging_pet_food,The person is filling a clear plastic bag with grain from a green container using a small scoop.,full/human/mecka/cc/696bed30cca65ef14372042f.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/cc/696bed30cca65ef14372042f.zarr,6961d6d583a9fdf2d85ee7e7,stockroom,pet_store,2683,30.0,89.433,2,1.0,pass
696bd3a80281c838642f1840,train,packaging_powder,"Filling a small plastic bag with powder using a spoon, sealing it, and placing it in a container.",full/human/mecka/6f/696bd3a80281c838642f1840.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/6f/696bd3a80281c838642f1840.zarr,696709f883a9fdf2d86eec04,table_section,restaurant,2648,30.0,88.267,6,1.0,pass
696d9f4ae0ac2bc918d467c1,train,packaging_souvenirs,The person is sorting and organizing various colored plastic utensils into plastic bags on a patterned surface.,full/human/mecka/5f/696d9f4ae0ac2bc918d467c1.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/5f/696d9f4ae0ac2bc918d467c1.zarr,694b980e62d08e8cd95d01e0,stockroom,gift_shop,2686,30.0,89.533,10,1.0,pass
69b4cec112a6cbd534b5ba8e,train,packing_clothes,"A person irons a pair of denim shorts, folds them, places them in a plastic bag, and then packs them into a cardboard box.",full/human/mecka/47/69b4cec112a6cbd534b5ba8e.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/47/69b4cec112a6cbd534b5ba8e.zarr,68b3ce7da367a4b3947a9991,stockroom,clothing_store,2500,30.0,83.333,11,0.9996,pass
69b5556a0403c14bba1f62f6,train,packing_food,A person is portioning out red snacks from a bowl into a small plastic bag using a digital scale to ensure the correct weight.,full/human/mecka/2a/69b5556a0403c14bba1f62f6.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/2a/69b5556a0403c14bba1f62f6.zarr,693d9c3bc22d538636d15a06,packaging_line,packaged_foods,2695,30.0,89.833,6,0.9996,pass
69b533aba55386e5af547a6c,train,picking_leaves,The person is processing leafy herbs by removing the leaves from the stems and placing them into a colander while discarding the bare stems into a basket.,full/human/mecka/70/69b533aba55386e5af547a6c.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/70/69b533aba55386e5af547a6c.zarr,68d3724ff29e2c95810c99fc,prep_area,restaurant,2699,30.0,89.967,3,0.9993,pass
696bb38792c84474ed1b5622,train,portioning_dough,"The person portions dough by cutting pieces from a large lump, weighing them on a digital scale, adjusting the weight by adding or removing small amounts, and placing the finished portions in rows on the table.",full/human/mecka/3c/696bb38792c84474ed1b5622.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/3c/696bb38792c84474ed1b5622.zarr,694e076d62d08e8cd961c8f7,production_area,bread_bakery,2680,30.0,89.333,30,1.0,pass
696ba85976b41c2326097fa5,train,portioning_powder,The person is manually packing white powder from a large red bag into small clear plastic bags using a spoon.,full/human/mecka/3a/696ba85976b41c2326097fa5.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/3a/696ba85976b41c2326097fa5.zarr,6941c9c70ffe79576c2a032f,backroom,grocery_store,1921,30.0,64.033,5,1.0,pass
69b32fc2cf7a852768645d3e,train,preparing_stickers,"A person is meticulously preparing and organizing stickers at a desk, peeling off backings and sorting them into a basket.",full/human/mecka/0d/69b32fc2cf7a852768645d3e.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/0d/69b32fc2cf7a852768645d3e.zarr,6931f329bb250a67f0361ec4,artwork_preparation_area,clothing_printing,2099,30.0,69.967,7,1.0,pass
69b567c5179ecfd3b33aa382,train,processing_leather_strips,The person is preparing a black strap by marking measurement intervals and punching holes into it using a rod and a hammer on a workbench.,full/human/mecka/c4/69b567c5179ecfd3b33aa382.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/c4/69b567c5179ecfd3b33aa382.zarr,693a3e4dc67c9e4814b0c386,workshop,leather_goods,2695,30.0,89.833,17,0.9996,pass
69b4d0542e0e1cd2280ed428,train,repairing_computers,"The person is performing internal maintenance on a computer tower, involving unscrewing parts and managing internal cables.",full/human/mecka/f4/69b4d0542e0e1cd2280ed428.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/f4/69b4d0542e0e1cd2280ed428.zarr,695cef8e83a9fdf2d84d34e8,repair_bench,computer_repair,2548,30.0,84.933,5,0.9996,pass
69b55b6a6371c861a170a698,train,repairing_engines,"A person is performing maintenance or repair on a small engine component, specifically focusing on the piston and cylinder assembly using various tools.",full/human/mecka/21/69b55b6a6371c861a170a698.zarr,/mnt/lzh/egoVerse/datasets/full/human/mecka/21/69b55b6a6371c861a170a698.zarr,692e80c5ce5ff368187b0e7f,engine_repair_station,motorcycle_repair,2678,30.0,89.267,7,0.9993,pass
